2016-02-19,7484662876
2016-02-20,7697758811
2016-02-22,7831960084
2016-02-23,7522981135
2016-02-24,7610931037
2016-02-25,7611746529
2016-02-26,7729196257
2016-02-27,7697569914
2016-02-28,7889301769
2016-02-29,7862130079
2016-03-01,7910785920
2016-03-02,7787763775
2016-03-03,7912133659
2016-03-04,7771701210
2016-03-05,7750738605
2016-03-06,7824150441
2016-03-07,7799702974
2016-03-08,7863433777
2016-03-09,8018419920
2016-03-10,8078254825
2016-03-11,8207998256
2016-03-12,8235770580
2016-03-13,8235203165
2016-03-14,8165939375
2016-03-15,8203744441
2016-03-16,8191801635
2016-03-17,8001327546
2016-03-18,7812037871
2016-03-19,7917369835
2016-03-20,7894175521
2016-03-21,8082167477
2016-03-22,8140913281
2016-03-23,8105340643
2016-03-24,8042169068
2016-03-25,8077915284
2016-03-26,8090295007
2016-03-27,8232323116
2016-03-28,8215527833
2016-03-29,8090574264
2016-03-30,8115531183
2016-03-31,8105260518
2016-04-01,8154586223
2016-04-02,8161851979
2016-04-03,8209127768
2016-04-04,8166280007
2016-04-05,8132984283
2016-04-06,8116227976
2016-04-07,8083552450
2016-04-08,7968658698
2016-04-09,7872327741
2016-04-10,7869184508
2016-04-11,7873336206
2016-04-12,7823114695
2016-04-13,7881414801
2016-04-14,7931922987
2016-04-15,8013857068
2016-04-16,8039977732
2016-04-17,8076902230
2016-04-18,8093289442
2016-04-19,8174882150
2016-04-20,8270140366
2016-04-21,8298585620
2016-04-22,8270379984
2016-04-23,8429217379
2016-04-24,8476460062
2016-04-25,8518297700
2016-04-26,8571590089
2016-04-27,8176883897
2016-04-28,8292697597
2016-04-29,8394694706
2016-04-30,8411649246
2016-05-01,8485627495
2016-05-02,8411671190
2016-05-03,8472773605
2016-05-04,8430012529
2016-05-05,8512732086
2016-05-06,8623201467
2016-05-07,8603196455
2016-05-08,8617929888
2016-05-09,8644855382
2016-05-10,8531617583
2016-05-11,8519275634
2016-05-12,8663587778
2016-05-13,8648206905
2016-05-14,8646647122
2016-05-15,8663488214
2016-05-16,8723257122
2016-05-17,8847773555
2016-05-18,8903135057
2016-05-19,8794336313
2016-05-20,8735300052
2016-05-21,8791599312
2016-05-22,8793711319
2016-05-23,8780641763
2016-05-24,8731893039
2016-05-25,8787094826
2016-05-26,9151569390
2016-05-27,9497243293
2016-05-28,9941003658
2016-05-29,10269829381
2016-05-30,10414764628
2016-05-31,10408181454
2016-06-01,10482123405
2016-06-02,10490371836
2016-06-03,11136145932
2016-06-04,11109691913
2016-06-05,11222492332
2016-06-06,11278184603
2016-06-07,11149486060
2016-06-08,11227393560
2016-06-09,11158792882
2016-06-10,11267280151
2016-06-11,12038550810
2016-06-12,13044643443
2016-06-13,13395536950
2016-06-14,13330149359
2016-06-15,14309221227
2016-06-16,14069503883
2016-06-17,13899026976
2016-06-18,13893194483
2016-06-19,13917908899
2016-06-20,13178534815
2016-06-21,12809938539
2016-06-22,11331164707
2016-06-23,12427485587
2016-06-24,12810806717
2016-06-25,12481939250
2016-06-26,12364774264
2016-06-27,12433677548
2016-06-28,12092264415
2016-06-29,12215975145
2016-06-30,12917771075
2016-07-01,12801454532
2016-07-02,13035723865
2016-07-03,12787910252
2016-07-04,12761552658
2016-07-05,12708191375
2016-07-06,12036554812
2016-07-07,12007298988
2016-07-08,12417086294
2016-07-09,12219266359
2016-07-10,12303918814
2016-07-11,12292875129
2016-07-12,12727100386
2016-07-13,12693061824
2016-07-14,12925307013
2016-07-15,12904134305
2016-07-16,12881405307
2016-07-17,13087394978
2016-07-18,12982164639
2016-07-19,13091192647
2016-07-20,13000220803
2016-07-21,13068810768
2016-07-22,13018887743
2016-07-23,13046363989
2016-07-24,12849016112
2016-07-25,12695228221
2016-07-26,12756362099
2016-07-27,12800766141
2016-07-28,12784454579
2016-07-29,12789520844
2016-07-30,12449938049
2016-07-31,12209879018
2016-08-01,11781027151
2016-08-02,10818455404
2016-08-03,11304431810
2016-08-04,11276917683
