,
2020-11-23,436.85599999999994
2020-11-30,451.92199999999997
2020-12-07,449.00499999999994
2020-12-14,457.43999999999994
2020-12-21,446.30099999999993
2020-12-28,441.3309999999999
2021-01-04,434.4159999999999
2021-01-11,436.4399999999999
2021-01-18,443.3379999999999
2021-01-25,455.9639999999999
2021-02-01,452.1769999999999
2021-02-08,448.9139999999999
2021-02-15,453.64299999999986
2021-02-22,461.19599999999986
2021-03-01,458.97099999999983
2021-03-08,479.1999999999998
2021-03-15,499.8979999999998
2021-03-22,492.67099999999976
2021-03-29,503.8579999999998
2021-04-05,489.4999999999998
2021-04-12,508.6499999999998
2021-04-19,559.1649999999998
2021-04-26,565.5949999999998
2021-05-03,590.6179999999998
2021-05-10,570.6749999999998
2021-05-17,572.8519999999999
2021-05-24,603.9949999999998
2021-05-31,654.8709999999999
2021-06-07,610.4099999999999
2021-06-14,671.3299999999999
2021-06-21,608.6129999999999
2021-06-28,595.6079999999998
2021-07-05,583.2479999999999
2021-07-12,632.271
2021-07-19,616.025
2021-07-26,601.1629999999999
2021-08-02,586.7299999999999
2021-08-09,586.77
2021-08-16,586.777
2021-08-23,588.1030000000001
2021-08-30,579.6150000000001
2021-09-06,546.8030000000001
2021-09-13,545.9970000000002
2021-09-20,549.3460000000001
2021-09-27,545.9990000000001
2021-10-04,573.8780000000002
2021-10-11,571.6190000000001
2021-10-18,562.8510000000001
2021-10-25,547.8600000000001
2021-11-01,519.368
2021-11-08,521.907
2021-11-15,522.511
2021-11-22,509.952
2021-11-29,517.865
2021-12-06,516.998
2021-12-13,534.059
2021-12-20,550.47
2021-12-27,561.761
2022-01-03,570.317
2022-01-10,581.813
2022-01-17,602.417
2022-01-24,608.772
2022-01-31,596.793
2022-02-07,574.219
2022-02-14,548.873
2022-02-21,471.0590000000001
2022-02-28,502.69900000000007
2022-03-07,505.06500000000005
2022-03-14,530.623
2022-03-21,520.3320000000001
2022-03-28,523.1240000000001
2022-04-04,545.8830000000002
2022-04-11,573.6080000000002
2022-04-18,561.9420000000002
2022-04-25,586.6650000000002
2022-05-02,572.4160000000002
2022-05-09,605.9730000000002
2022-05-16,597.4210000000003
2022-05-23,590.4010000000002
2022-05-30,594.5110000000002
2022-06-06,581.4800000000002
2022-06-13,590.0680000000002
2022-06-20,592.2850000000002
2022-06-27,592.4840000000002
2022-07-04,641.0360000000001
2022-07-11,663.922
2022-07-18,679.5500000000001
2022-07-25,700.2090000000001
2022-08-01,682.0700000000002
2022-08-08,701.5270000000002
2022-08-15,647.3640000000001
2022-08-22,665.0230000000001
2022-08-29,648.0880000000001
2022-09-05,659.7420000000001
2022-09-12,659.163
2022-09-19,681.9960000000001
2022-09-26,684.0360000000001
2022-10-03,712.3970000000002
2022-10-10,708.8780000000002
2022-10-17,760.1770000000001
2022-10-24,763.886
2022-10-31,778.952
2022-11-07,776.035
2022-11-14,784.4699999999999
2022-11-21,773.3309999999999
